complaint_text,ipc_sections
person insulted modesty of woman and person murdered another man during fight and attacker forged document,"509,302,468"
person assaulted me during fight and man fired gun trying to kill victim and partner kept entrusted property,"351,307,406"
man created fake certificate for fraud and man wrongfully restrained victim and online scam stole my money,"468,341,420"
neighbor slapped me and partner kept entrusted property and someone stole my phone,"323,406,379"
person created forged document and attacker assaulted woman and person robbed my wallet,"465,354,392"
someone stole my phone and attacker attempted murder and person blocked my way on road,"379,307,341"
employee misused company funds and attacker insulted woman,"406,509"
person threatened to kill me and person hit me during argument and person broke house lock and stole cash,"506,323,380"
person cheated me through fake investment and man prepared fake certificate,"420,465"
fake job agent took money and attacker injured victim using knife,"420,324"
attacker threatened victim and group stopped me from leaving and attacker injured victim using knife,"503,341,324"
friend refused to return entrusted money and attacker assaulted woman,"406,354"
man wrongfully restrained victim and person broke house lock and stole cash and person robbed my wallet,"341,380,392"
man fired gun trying to kill victim and attacker insulted woman,"307,509"
attacker used forged paper and person broke house lock and stole cash and man issued criminal intimidation,"471,380,503"
person murdered another man during fight and attacker injured victim using knife and group stopped me from leaving,"302,324,341"
person robbed my wallet and person insulted modesty of woman,"392,509"
person hit me during argument and person blocked my way on road,"323,341"
person insulted modesty of woman and person blocked my way on road,"509,341"
group attacked me in market and online scam stole my money,"351,420"
man intentionally killed neighbor and man wrongfully restrained victim and attacker injured victim using knife,"302,341,324"
attacker forged official paper and man physically assaulted victim and attacker threatened victim,"465,351,503"
person hit me during argument and employee misused company funds,"323,406"
person broke house lock and stole cash and person robbed my wallet and person assaulted me during fight,"380,392,351"
person kidnapped child from school and attacker forged document and boss sexually harassed employee,"363,468,354A"
thief stole my wallet and thief entered house and stole jewelry,"379,380"
group attacked me in market and attacker insulted woman,"351,509"
person blocked my way on road and man fired gun trying to kill victim and attacker forged document,"341,307,468"
man physically assaulted victim and person used forged document,"351,471"
person blocked my way on road and man prepared fake certificate,"341,465"
man made obscene remarks and person broke house lock and stole cash and man prepared fake certificate,"509,380,465"
man used blade during fight and person blocked my way on road,"324,341"
